text,subject
Washing hands prevents disease spread. (Ref: 975),Science
What is the law of conservation of mass? (Ref: 1705),Science
I usually take the bus to school. (Ref: 372),English
The Mauryas unified large parts of India. (Ref: 535),History
The sun is a natural source of light. (Ref: 2191),Science
What is the law of conservation of mass? (Ref: 1683),Science
Describe the achievements of Chandragupta Maurya. (Ref: 592),History
Buddha attained enlightenment in Bodh Gaya. (Ref: 482),History
Explain Mendel’s law of inheritance. (Ref: 521),Science
What was the significance of the Battle of Panipat? (Ref: 363),History
State the Pythagorean theorem. (Ref: 468),Maths
What is the correct punctuation for this dialogue? (Ref: 2292),English
What is the pH scale used for? (Ref: 1453),Science
Boiling water kills most bacteria. (Ref: 70),Science
Identify the verb in this sentence. (Ref: 1901),English
Describe the water cycle. (Ref: 1476),Science
Ancient Indian temples show architectural brilliance. (Ref: 1183),History
Washing hands prevents disease spread. (Ref: 2366),Science
Correct the grammatical error in this statement. (Ref: 1188),English
The Qutub Minar is in Delhi. (Ref: 2040),History
The cake was divided into 8 equal parts. (Ref: 499),Maths
She bought 3 apples for ₹15 each. (Ref: 262),Maths
The train takes 3 hours to reach Delhi. (Ref: 2182),Maths
Describe the impact of Akbar’s rule in India. (Ref: 2294),History
The train takes 3 hours to reach Delhi. (Ref: 2117),Maths
The Indus Valley had planned drainage systems. (Ref: 1209),History
Describe how vaccines work. (Ref: 196),Science
What is the law of conservation of mass? (Ref: 2143),Science
What is the pH scale used for? (Ref: 2284),Science
Explain the rule of Rajaraja Chola. (Ref: 2480),History
I'm planning to visit the library today. (Ref: 1550),English
Solve: 3x - 4 = 11 (Ref: 1726),Maths
What was the significance of the Battle of Panipat? (Ref: 2338),History
The train takes 3 hours to reach Delhi. (Ref: 1387),Maths
I enjoy reading novels before bed. (Ref: 607),English
Explain the distributive property. (Ref: 568),Maths
He ran 5 km in the morning. (Ref: 1710),Maths
Magnets can attract some metals. (Ref: 656),Science
The sun is a natural source of light. (Ref: 1718),Science
Wearing a helmet reduces head injury risk. (Ref: 953),Science
I usually take the bus to school. (Ref: 998),English
What is the probability of rolling a 3 on a die? (Ref: 994),Maths
State the Pythagorean theorem. (Ref: 2429),Maths
Rewrite the sentence in passive voice. (Ref: 1525),English
Define the principle of buoyancy. (Ref: 989),Science
Boiling water kills most bacteria. (Ref: 2394),Science
Who were the main warriors in the First Battle of Tarain? (Ref: 1453),History
State the Pythagorean theorem. (Ref: 330),Maths
The Maratha empire resisted the Mughals. (Ref: 582),History
How did Shivaji Maharaj defend his forts? (Ref: 401),History
Describe the water cycle. (Ref: 458),Science
What is the difference between mass and weight? (Ref: 1866),Science
We shared the pizza equally among 4 people. (Ref: 933),Maths
I'm planning to visit the library today. (Ref: 1157),English
The sun is a natural source of light. (Ref: 502),Science
The train takes 3 hours to reach Delhi. (Ref: 14),Maths
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1239),History
Explain Mendel’s law of inheritance. (Ref: 1885),Science
They travelled 250 km in 5 hours. (Ref: 2071),Maths
I counted 12 birds on the tree. (Ref: 1288),Maths
What is the structure of an atom? (Ref: 1406),Science
Explain the rule of Rajaraja Chola. (Ref: 86),History
What is the function of an adverb in a sentence? (Ref: 1695),English
Fruits contain natural sugars and vitamins. (Ref: 96),Science
Fruits contain natural sugars and vitamins. (Ref: 238),Science
What is the function of an adverb in a sentence? (Ref: 1028),English
Wearing a helmet reduces head injury risk. (Ref: 2276),Science
Fruits contain natural sugars and vitamins. (Ref: 2192),Science
The Qutub Minar is in Delhi. (Ref: 2414),History
What is the quadratic formula? (Ref: 1786),Maths
What is the law of conservation of mass? (Ref: 383),Science
Describe the conquests of Samudragupta. (Ref: 231),History
I counted 12 birds on the tree. (Ref: 2131),Maths
Solve: 3x - 4 = 11 (Ref: 35),Maths
Use 'however' in a complex sentence. (Ref: 878),English
Explain the administration under Ashoka. (Ref: 2124),History
Calculate the volume of a cube with side 3cm. (Ref: 2169),Maths
The Mauryas unified large parts of India. (Ref: 2132),History
What is the function of an adverb in a sentence? (Ref: 1390),English
Who were the main warriors in the First Battle of Tarain? (Ref: 1660),History
Choose the correct article for this noun. (Ref: 2094),English
Correct the grammatical error in this statement. (Ref: 2425),English
I usually take the bus to school. (Ref: 1743),English
What is the difference between mass and weight? (Ref: 2487),Science
Solve: 3x - 4 = 11 (Ref: 1093),Maths
Describe the achievements of Chandragupta Maurya. (Ref: 1796),History
Can you help me carry this bag? (Ref: 2307),English
The Qutub Minar is in Delhi. (Ref: 1746),History
What is the structure of an atom? (Ref: 1187),Science
I paid ₹120 for 2 books. (Ref: 224),Maths
Convert 0.75 into a fraction. (Ref: 890),Maths
State Newton’s second law of motion. (Ref: 416),Science
State the Pythagorean theorem. (Ref: 396),Maths
Let’s catch up after the class ends. (Ref: 282),English
How do you use the present perfect tense? (Ref: 1208),English
Washing hands prevents disease spread. (Ref: 1064),Science
Define a rational number. (Ref: 1758),Maths
Plastic takes centuries to decompose. (Ref: 1787),Science
Where did you go during the weekend? (Ref: 562),English
Choose the correct article for this noun. (Ref: 972),English
The Qutub Minar is in Delhi. (Ref: 2428),History
Describe the water cycle. (Ref: 568),Science
He ran 5 km in the morning. (Ref: 2097),Maths
Convert this direct speech to reported speech. (Ref: 1238),English
What is a compound-complex sentence? (Ref: 2392),English
I usually take the bus to school. (Ref: 640),English
I enjoy reading novels before bed. (Ref: 2231),English
Fruits contain natural sugars and vitamins. (Ref: 2214),Science
He ran 5 km in the morning. (Ref: 1255),Maths
Plastic takes centuries to decompose. (Ref: 840),Science
Who were the main warriors in the First Battle of Tarain? (Ref: 763),History
Boiling water kills most bacteria. (Ref: 1659),Science
Describe the water cycle. (Ref: 1397),Science
He ran 5 km in the morning. (Ref: 843),Maths
Who were the main warriors in the First Battle of Tarain? (Ref: 1731),History
Correct the grammatical error in this statement. (Ref: 678),English
Describe how vaccines work. (Ref: 1047),Science
I usually take the bus to school. (Ref: 1306),English
Plastic takes centuries to decompose. (Ref: 2430),Science
The sun is a natural source of light. (Ref: 1089),Science
The Indus Valley had planned drainage systems. (Ref: 1312),History
Identify the verb in this sentence. (Ref: 1536),English
She scored 85 out of 100 in maths. (Ref: 1872),Maths
The Indus Valley had planned drainage systems. (Ref: 442),History
The Qutub Minar is in Delhi. (Ref: 1551),History
Turning off lights saves energy. (Ref: 860),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1734),Maths
I paid ₹120 for 2 books. (Ref: 1986),Maths
Boiling water kills most bacteria. (Ref: 1833),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1405),Maths
Wearing a helmet reduces head injury risk. (Ref: 2198),Science
He's been learning French recently. (Ref: 2332),English
What led to the decline of the Maurya Empire? (Ref: 1758),History
Use 'however' in a complex sentence. (Ref: 947),English
What is the pH scale used for? (Ref: 886),Science
Let’s catch up after the class ends. (Ref: 252),English
What is the law of conservation of mass? (Ref: 401),Science
Turning off lights saves energy. (Ref: 1693),Science
Do you want to join us for lunch? (Ref: 2117),English
Describe the impact of Akbar’s rule in India. (Ref: 1179),History
She bought 3 apples for ₹15 each. (Ref: 1779),Maths
Define a rational number. (Ref: 2435),Maths
How did Shivaji Maharaj defend his forts? (Ref: 1246),History
We shared the pizza equally among 4 people. (Ref: 1580),Maths
Describe the water cycle. (Ref: 2041),Science
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1707),Maths
State Newton’s second law of motion. (Ref: 2426),Science
Explain Ohm's law with an example. (Ref: 846),Science
He ran 5 km in the morning. (Ref: 1976),Maths
Convert this direct speech to reported speech. (Ref: 895),English
Boiling water kills most bacteria. (Ref: 2020),Science
He's been learning French recently. (Ref: 1524),English
Describe the impact of Akbar’s rule in India. (Ref: 742),History
I enjoy reading novels before bed. (Ref: 1196),English
Convert this direct speech to reported speech. (Ref: 1147),English
She loves drinking coffee in the morning. (Ref: 158),English
I paid ₹120 for 2 books. (Ref: 1161),Maths
She scored 85 out of 100 in maths. (Ref: 87),Maths
Boiling water kills most bacteria. (Ref: 1896),Science
Describe the conquests of Samudragupta. (Ref: 738),History
Explain the administration under Ashoka. (Ref: 2248),History
The train takes 3 hours to reach Delhi. (Ref: 921),Maths
Boiling water kills most bacteria. (Ref: 1939),Science
What is the function of an adverb in a sentence? (Ref: 1405),English
What is a compound-complex sentence? (Ref: 1015),English
The Indus Valley had planned drainage systems. (Ref: 27),History
The Qutub Minar is in Delhi. (Ref: 905),History
Explain the distributive property. (Ref: 335),Maths
The train takes 3 hours to reach Delhi. (Ref: 1171),Maths
Buddha attained enlightenment in Bodh Gaya. (Ref: 1717),History
Wearing a helmet reduces head injury risk. (Ref: 1027),Science
The Mauryas unified large parts of India. (Ref: 1021),History
Wearing a helmet reduces head injury risk. (Ref: 268),Science
What is a compound-complex sentence? (Ref: 1919),English
It's going to rain later today. (Ref: 1739),English
Can you help me carry this bag? (Ref: 172),English
Ancient Indian temples show architectural brilliance. (Ref: 2135),History
How do you use the present perfect tense? (Ref: 69),English
What is the area of a triangle with base 5cm and height 4cm? (Ref: 728),Maths
Use 'however' in a complex sentence. (Ref: 433),English
Describe the water cycle. (Ref: 905),Science
Describe the conquests of Samudragupta. (Ref: 900),History
I enjoy reading novels before bed. (Ref: 1058),English
Convert this direct speech to reported speech. (Ref: 1803),English
Explain the administration under Ashoka. (Ref: 991),History
The Mauryas unified large parts of India. (Ref: 140),History
Discuss the contributions of the Gupta Empire. (Ref: 459),History
Explain Mendel’s law of inheritance. (Ref: 893),Science
Describe the impact of Akbar’s rule in India. (Ref: 278),History
Buddha attained enlightenment in Bodh Gaya. (Ref: 576),History
Who were the main warriors in the First Battle of Tarain? (Ref: 1033),History
He ran 5 km in the morning. (Ref: 166),Maths
Define a rational number. (Ref: 2055),Maths
Boiling water kills most bacteria. (Ref: 660),Science
Explain the rule of Rajaraja Chola. (Ref: 927),History
What was the significance of the Battle of Panipat? (Ref: 796),History
The Qutub Minar is in Delhi. (Ref: 1350),History
Describe the water cycle. (Ref: 828),Science
The cake was divided into 8 equal parts. (Ref: 1536),Maths
Turning off lights saves energy. (Ref: 2322),Science
What was the significance of the Battle of Panipat? (Ref: 159),History
Let’s catch up after the class ends. (Ref: 1375),English
The sun is a natural source of light. (Ref: 966),Science
He ran 5 km in the morning. (Ref: 1894),Maths
It's going to rain later today. (Ref: 1810),English
Tipu Sultan fought bravely against the British. (Ref: 2171),History
Explain the administration under Ashoka. (Ref: 547),History
Solve: 3x - 4 = 11 (Ref: 1961),Maths
Salt dissolves faster in hot water. (Ref: 1196),Science
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1086),Maths
She bought 3 apples for ₹15 each. (Ref: 1140),Maths
Trees produce oxygen through photosynthesis. (Ref: 895),Science
He's been learning French recently. (Ref: 236),English
Solve: 3x - 4 = 11 (Ref: 1912),Maths
Who were the main warriors in the First Battle of Tarain? (Ref: 338),History
The Red Fort was built by Shah Jahan. (Ref: 350),History
Describe the achievements of Chandragupta Maurya. (Ref: 692),History
What is the law of conservation of mass? (Ref: 1564),Science
Can you help me carry this bag? (Ref: 428),English
Solve: 3x - 4 = 11 (Ref: 1834),Maths
The sun is a natural source of light. (Ref: 530),Science
Discuss the contributions of the Gupta Empire. (Ref: 821),History
They travelled 250 km in 5 hours. (Ref: 1533),Maths
Rewrite the sentence in passive voice. (Ref: 1926),English
He saved ₹200 from his monthly allowance. (Ref: 595),Maths
Correct the grammatical error in this statement. (Ref: 163),English
She loves drinking coffee in the morning. (Ref: 1784),English
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1581),History
I usually take the bus to school. (Ref: 1136),English
He's been learning French recently. (Ref: 1280),English
Calculate the volume of a cube with side 3cm. (Ref: 2135),Maths
What is the quadratic formula? (Ref: 1122),Maths
The sun is a natural source of light. (Ref: 1387),Science
I enjoy reading novels before bed. (Ref: 96),English
The Red Fort was built by Shah Jahan. (Ref: 642),History
The Red Fort was built by Shah Jahan. (Ref: 2279),History
Convert 0.75 into a fraction. (Ref: 2010),Maths
The Qutub Minar is in Delhi. (Ref: 499),History
I enjoy reading novels before bed. (Ref: 552),English
He ran 5 km in the morning. (Ref: 614),Maths
He saved ₹200 from his monthly allowance. (Ref: 1557),Maths
Describe the impact of Akbar’s rule in India. (Ref: 138),History
What is the structure of an atom? (Ref: 273),Science
The Maratha empire resisted the Mughals. (Ref: 2392),History
What is the function of an adverb in a sentence? (Ref: 2435),English
What led to the decline of the Maurya Empire? (Ref: 2327),History
Tipu Sultan fought bravely against the British. (Ref: 551),History
Fruits contain natural sugars and vitamins. (Ref: 1078),Science
What is the probability of rolling a 3 on a die? (Ref: 1157),Maths
Use 'however' in a complex sentence. (Ref: 1189),English
Tipu Sultan fought bravely against the British. (Ref: 836),History
Can you help me carry this bag? (Ref: 1913),English
Plastic takes centuries to decompose. (Ref: 1183),Science
Fruits contain natural sugars and vitamins. (Ref: 968),Science
I'm planning to visit the library today. (Ref: 2138),English
What is the pH scale used for? (Ref: 1553),Science
Convert 0.75 into a fraction. (Ref: 1525),Maths
Explain the rule of Rajaraja Chola. (Ref: 7),History
The Maratha empire resisted the Mughals. (Ref: 2168),History
Who were the main warriors in the First Battle of Tarain? (Ref: 1763),History
Describe the conquests of Samudragupta. (Ref: 2250),History
What is the quadratic formula? (Ref: 2494),Maths
What led to the decline of the Maurya Empire? (Ref: 1338),History
What is the law of conservation of mass? (Ref: 1156),Science
She bought 3 apples for ₹15 each. (Ref: 1519),Maths
Explain Ohm's law with an example. (Ref: 2488),Science
The Red Fort was built by Shah Jahan. (Ref: 1845),History
Explain Mendel’s law of inheritance. (Ref: 1339),Science
Fruits contain natural sugars and vitamins. (Ref: 937),Science
Explain the administration under Ashoka. (Ref: 2158),History
What is the pH scale used for? (Ref: 2267),Science
Describe the conquests of Samudragupta. (Ref: 271),History
What is the structure of an atom? (Ref: 823),Science
The Maratha empire resisted the Mughals. (Ref: 618),History
Magnets can attract some metals. (Ref: 441),Science
Define the principle of buoyancy. (Ref: 525),Science
Use 'however' in a complex sentence. (Ref: 1214),English
Identify the verb in this sentence. (Ref: 891),English
The Red Fort was built by Shah Jahan. (Ref: 2492),History
Washing hands prevents disease spread. (Ref: 1827),Science
Boiling water kills most bacteria. (Ref: 1445),Science
What led to the decline of the Maurya Empire? (Ref: 1471),History
What is the pH scale used for? (Ref: 1173),Science
The Mauryas unified large parts of India. (Ref: 1508),History
I counted 12 birds on the tree. (Ref: 68),Maths
Magnets can attract some metals. (Ref: 821),Science
What is the quadratic formula? (Ref: 931),Maths
Describe the impact of Akbar’s rule in India. (Ref: 1190),History
The sun is a natural source of light. (Ref: 994),Science
State the Pythagorean theorem. (Ref: 1496),Maths
Calculate the volume of a cube with side 3cm. (Ref: 802),Maths
She bought 3 apples for ₹15 each. (Ref: 1681),Maths
Explain Ohm's law with an example. (Ref: 1159),Science
The cake was divided into 8 equal parts. (Ref: 2177),Maths
The Indus Valley had planned drainage systems. (Ref: 154),History
He ran 5 km in the morning. (Ref: 227),Maths
Ashoka embraced Buddhism after the Kalinga war. (Ref: 2247),History
Convert this direct speech to reported speech. (Ref: 2081),English
Fruits contain natural sugars and vitamins. (Ref: 2317),Science
We shared the pizza equally among 4 people. (Ref: 1693),Maths
Describe the achievements of Chandragupta Maurya. (Ref: 1469),History
They travelled 250 km in 5 hours. (Ref: 1903),Maths
The Mauryas unified large parts of India. (Ref: 1858),History
Tipu Sultan fought bravely against the British. (Ref: 1892),History
Identify the verb in this sentence. (Ref: 1128),English
She scored 85 out of 100 in maths. (Ref: 1611),Maths
The Mauryas unified large parts of India. (Ref: 426),History
Solve: 3x - 4 = 11 (Ref: 309),Maths
Wearing a helmet reduces head injury risk. (Ref: 947),Science
What is the correct punctuation for this dialogue? (Ref: 1059),English
She bought 3 apples for ₹15 each. (Ref: 2014),Maths
The sun is a natural source of light. (Ref: 993),Science
Explain the administration under Ashoka. (Ref: 1353),History
Define the principle of buoyancy. (Ref: 1440),Science
She bought 3 apples for ₹15 each. (Ref: 851),Maths
We shared the pizza equally among 4 people. (Ref: 1087),Maths
Describe the impact of Akbar’s rule in India. (Ref: 758),History
I'm planning to visit the library today. (Ref: 1260),English
Describe how vaccines work. (Ref: 1070),Science
Do you want to join us for lunch? (Ref: 1850),English
Explain the administration under Ashoka. (Ref: 653),History
Discuss the contributions of the Gupta Empire. (Ref: 1078),History
What is the structure of an atom? (Ref: 1919),Science
What is the correct punctuation for this dialogue? (Ref: 956),English
Can you help me carry this bag? (Ref: 1952),English
I usually take the bus to school. (Ref: 2257),English
What is the function of an adverb in a sentence? (Ref: 1707),English
Define the principle of buoyancy. (Ref: 175),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 735),Maths
Describe the impact of Akbar’s rule in India. (Ref: 1934),History
She bought 3 apples for ₹15 each. (Ref: 2371),Maths
Choose the correct article for this noun. (Ref: 904),English
What is the difference between mass and weight? (Ref: 233),Science
Describe how vaccines work. (Ref: 1340),Science
Calculate the volume of a cube with side 3cm. (Ref: 1992),Maths
Explain the rule of Rajaraja Chola. (Ref: 950),History
Describe how vaccines work. (Ref: 2299),Science
The cake was divided into 8 equal parts. (Ref: 988),Maths
What is the law of conservation of mass? (Ref: 634),Science
She scored 85 out of 100 in maths. (Ref: 2422),Maths
Fruits contain natural sugars and vitamins. (Ref: 898),Science
The Mauryas unified large parts of India. (Ref: 804),History
Explain the administration under Ashoka. (Ref: 785),History
Discuss the contributions of the Gupta Empire. (Ref: 760),History
Plastic takes centuries to decompose. (Ref: 2073),Science
Ancient Indian temples show architectural brilliance. (Ref: 1218),History
What is the area of a triangle with base 5cm and height 4cm? (Ref: 655),Maths
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1720),History
He's been learning French recently. (Ref: 1389),English
What is a compound-complex sentence? (Ref: 1930),English
Calculate the volume of a cube with side 3cm. (Ref: 1658),Maths
Explain Ohm's law with an example. (Ref: 1762),Science
Convert 0.75 into a fraction. (Ref: 2361),Maths
Describe the achievements of Chandragupta Maurya. (Ref: 1198),History
Ancient Indian temples show architectural brilliance. (Ref: 77),History
Ashoka embraced Buddhism after the Kalinga war. (Ref: 994),History
Washing hands prevents disease spread. (Ref: 954),Science
Salt dissolves faster in hot water. (Ref: 2339),Science
Correct the grammatical error in this statement. (Ref: 1130),English
Explain Mendel’s law of inheritance. (Ref: 1806),Science
I counted 12 birds on the tree. (Ref: 1548),Maths
What is the area of a triangle with base 5cm and height 4cm? (Ref: 544),Maths
They travelled 250 km in 5 hours. (Ref: 1609),Maths
Do you want to join us for lunch? (Ref: 2140),English
What is the pH scale used for? (Ref: 306),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 381),Maths
Describe the conquests of Samudragupta. (Ref: 2245),History
Explain the administration under Ashoka. (Ref: 701),History
Solve: 3x - 4 = 11 (Ref: 1996),Maths
What is the difference between mass and weight? (Ref: 2395),Science
Can you help me carry this bag? (Ref: 2196),English
What is the pH scale used for? (Ref: 193),Science
Discuss the contributions of the Gupta Empire. (Ref: 1116),History
Trees produce oxygen through photosynthesis. (Ref: 1783),Science
He saved ₹200 from his monthly allowance. (Ref: 715),Maths
What is the function of an adverb in a sentence? (Ref: 1625),English
It's going to rain later today. (Ref: 243),English
The Maratha empire resisted the Mughals. (Ref: 1062),History
Convert this direct speech to reported speech. (Ref: 970),English
Discuss the contributions of the Gupta Empire. (Ref: 1278),History
She scored 85 out of 100 in maths. (Ref: 1300),Maths
Salt dissolves faster in hot water. (Ref: 2338),Science
Who were the main warriors in the First Battle of Tarain? (Ref: 652),History
He ran 5 km in the morning. (Ref: 2382),Maths
Describe the achievements of Chandragupta Maurya. (Ref: 697),History
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 2034),History
Boiling water kills most bacteria. (Ref: 541),Science
What was the significance of the Battle of Panipat? (Ref: 1786),History
How did Shivaji Maharaj defend his forts? (Ref: 2018),History
Convert this direct speech to reported speech. (Ref: 1347),English
Explain Mendel’s law of inheritance. (Ref: 2184),Science
Convert this direct speech to reported speech. (Ref: 1358),English
Explain Ohm's law with an example. (Ref: 2087),Science
Describe the conquests of Samudragupta. (Ref: 2337),History
Convert 0.75 into a fraction. (Ref: 1124),Maths
What is the function of an adverb in a sentence? (Ref: 274),English
Define a rational number. (Ref: 376),Maths
Discuss the contributions of the Gupta Empire. (Ref: 537),History
He ran 5 km in the morning. (Ref: 2032),Maths
I'm planning to visit the library today. (Ref: 1232),English
Wearing a helmet reduces head injury risk. (Ref: 2168),Science
The sun is a natural source of light. (Ref: 1155),Science
I'm planning to visit the library today. (Ref: 229),English
Explain the distributive property. (Ref: 1584),Maths
She scored 85 out of 100 in maths. (Ref: 636),Maths
The Indus Valley had planned drainage systems. (Ref: 335),History
Explain Ohm's law with an example. (Ref: 224),Science
Boiling water kills most bacteria. (Ref: 1719),Science
Let’s catch up after the class ends. (Ref: 328),English
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1450),History
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1560),History
What is a compound-complex sentence? (Ref: 1664),English
The Indus Valley had planned drainage systems. (Ref: 2216),History
What is the pH scale used for? (Ref: 289),Science
Describe the conquests of Samudragupta. (Ref: 995),History
Explain the distributive property. (Ref: 847),Maths
Do you want to join us for lunch? (Ref: 2333),English
What was the significance of the Battle of Panipat? (Ref: 830),History
They travelled 250 km in 5 hours. (Ref: 172),Maths
Turning off lights saves energy. (Ref: 13),Science
The sun is a natural source of light. (Ref: 914),Science
What is the structure of an atom? (Ref: 1016),Science
Use 'however' in a complex sentence. (Ref: 2363),English
What is the difference between mass and weight? (Ref: 239),Science
The Indus Valley had planned drainage systems. (Ref: 1630),History
Ashoka embraced Buddhism after the Kalinga war. (Ref: 2466),History
The Indus Valley had planned drainage systems. (Ref: 1288),History
Tipu Sultan fought bravely against the British. (Ref: 1204),History
Turning off lights saves energy. (Ref: 2431),Science
Describe the water cycle. (Ref: 103),Science
Rewrite the sentence in passive voice. (Ref: 2032),English
She bought 3 apples for ₹15 each. (Ref: 946),Maths
Use 'however' in a complex sentence. (Ref: 1591),English
Describe how vaccines work. (Ref: 2363),Science
Can you help me carry this bag? (Ref: 1264),English
Describe the conquests of Samudragupta. (Ref: 281),History
Discuss the contributions of the Gupta Empire. (Ref: 2070),History
The sun is a natural source of light. (Ref: 63),Science
Identify the verb in this sentence. (Ref: 157),English
Identify the verb in this sentence. (Ref: 1603),English
Explain the administration under Ashoka. (Ref: 1883),History
Turning off lights saves energy. (Ref: 1420),Science
Define the principle of buoyancy. (Ref: 1444),Science
He ran 5 km in the morning. (Ref: 2453),Maths
I counted 12 birds on the tree. (Ref: 459),Maths
Describe the conquests of Samudragupta. (Ref: 2420),History
The Indus Valley had planned drainage systems. (Ref: 2489),History
Explain Mendel’s law of inheritance. (Ref: 271),Science
Use 'however' in a complex sentence. (Ref: 2343),English
Wearing a helmet reduces head injury risk. (Ref: 1717),Science
Solve: 3x - 4 = 11 (Ref: 1714),Maths
What is the law of conservation of mass? (Ref: 1692),Science
What is the structure of an atom? (Ref: 347),Science
The sun is a natural source of light. (Ref: 1712),Science
Wearing a helmet reduces head injury risk. (Ref: 790),Science
The Maratha empire resisted the Mughals. (Ref: 1511),History
Describe how vaccines work. (Ref: 1378),Science
Ashoka embraced Buddhism after the Kalinga war. (Ref: 998),History
The cake was divided into 8 equal parts. (Ref: 861),Maths
Tipu Sultan fought bravely against the British. (Ref: 1461),History
What is the pH scale used for? (Ref: 2403),Science
State Newton’s second law of motion. (Ref: 2005),Science
Washing hands prevents disease spread. (Ref: 2067),Science
The Red Fort was built by Shah Jahan. (Ref: 680),History
What is the pH scale used for? (Ref: 889),Science
How do you use the present perfect tense? (Ref: 1237),English
I usually take the bus to school. (Ref: 1217),English
What is a compound-complex sentence? (Ref: 568),English
What is the law of conservation of mass? (Ref: 1111),Science
Solve: 3x - 4 = 11 (Ref: 1597),Maths
Describe the achievements of Chandragupta Maurya. (Ref: 1161),History
I'm planning to visit the library today. (Ref: 624),English
Can you help me carry this bag? (Ref: 515),English
Magnets can attract some metals. (Ref: 321),Science
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 2309),History
Boiling water kills most bacteria. (Ref: 1279),Science
Convert 0.75 into a fraction. (Ref: 1111),Maths
Fruits contain natural sugars and vitamins. (Ref: 435),Science
What is the structure of an atom? (Ref: 236),Science
The cake was divided into 8 equal parts. (Ref: 2455),Maths
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 2433),History
State Newton’s second law of motion. (Ref: 1025),Science
Convert this direct speech to reported speech. (Ref: 983),English
Wearing a helmet reduces head injury risk. (Ref: 532),Science
Correct the grammatical error in this statement. (Ref: 375),English
Convert 0.75 into a fraction. (Ref: 2261),Maths
Correct the grammatical error in this statement. (Ref: 1317),English
Correct the grammatical error in this statement. (Ref: 1962),English
Salt dissolves faster in hot water. (Ref: 2029),Science
Buddha attained enlightenment in Bodh Gaya. (Ref: 1020),History
The Qutub Minar is in Delhi. (Ref: 2372),History
Ancient Indian temples show architectural brilliance. (Ref: 1079),History
Describe the achievements of Chandragupta Maurya. (Ref: 1962),History
What is a compound-complex sentence? (Ref: 1113),English
I usually take the bus to school. (Ref: 2366),English
Ancient Indian temples show architectural brilliance. (Ref: 1187),History
Rewrite the sentence in passive voice. (Ref: 1450),English
How do you use the present perfect tense? (Ref: 526),English
What is the law of conservation of mass? (Ref: 753),Science
Convert 0.75 into a fraction. (Ref: 2246),Maths
What is the difference between mass and weight? (Ref: 403),Science
She scored 85 out of 100 in maths. (Ref: 8),Maths
How do you use the present perfect tense? (Ref: 1331),English
He saved ₹200 from his monthly allowance. (Ref: 2399),Maths
Explain the distributive property. (Ref: 920),Maths
Fruits contain natural sugars and vitamins. (Ref: 2171),Science
The sun is a natural source of light. (Ref: 1451),Science
Explain Mendel’s law of inheritance. (Ref: 1883),Science
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 300),History
Ancient Indian temples show architectural brilliance. (Ref: 1711),History
Washing hands prevents disease spread. (Ref: 2155),Science
Where did you go during the weekend? (Ref: 1006),English
She scored 85 out of 100 in maths. (Ref: 1627),Maths
I counted 12 birds on the tree. (Ref: 899),Maths
It's going to rain later today. (Ref: 1894),English
What is a compound-complex sentence? (Ref: 574),English
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 474),Maths
He's been learning French recently. (Ref: 1596),English
Explain the rule of Rajaraja Chola. (Ref: 110),History
It's going to rain later today. (Ref: 1582),English
What is a compound-complex sentence? (Ref: 1589),English
She scored 85 out of 100 in maths. (Ref: 1666),Maths
Ashoka embraced Buddhism after the Kalinga war. (Ref: 839),History
What led to the decline of the Maurya Empire? (Ref: 877),History
Do you want to join us for lunch? (Ref: 258),English
The Maratha empire resisted the Mughals. (Ref: 1494),History
What led to the decline of the Maurya Empire? (Ref: 568),History
State the Pythagorean theorem. (Ref: 2337),Maths
He's been learning French recently. (Ref: 78),English
He ran 5 km in the morning. (Ref: 397),Maths
What is the function of an adverb in a sentence? (Ref: 610),English
Explain the distributive property. (Ref: 1740),Maths
Do you want to join us for lunch? (Ref: 2030),English
Buddha attained enlightenment in Bodh Gaya. (Ref: 26),History
He's been learning French recently. (Ref: 2396),English
State the Pythagorean theorem. (Ref: 812),Maths
He saved ₹200 from his monthly allowance. (Ref: 772),Maths
What is a compound-complex sentence? (Ref: 1017),English
Explain the administration under Ashoka. (Ref: 993),History
Convert this direct speech to reported speech. (Ref: 1672),English
I'm planning to visit the library today. (Ref: 2401),English
Wearing a helmet reduces head injury risk. (Ref: 1818),Science
What is the difference between mass and weight? (Ref: 2092),Science
Correct the grammatical error in this statement. (Ref: 1991),English
He ran 5 km in the morning. (Ref: 2023),Maths
